<id_olie5r_qkd_qicmvi>	<Mohammad-Taqi_Bahar>	<redirectedFrom>	"ملک الشعرا"@fas	
<id_olie5r_qkd_1d8ll0p>	<Mohammad-Taqi_Bahar>	<redirectedFrom>	"محمدتقی ملک الشعرای بهار"@fas	
<id_olie5r_qkd_5862o5>	<Mohammad-Taqi_Bahar>	<redirectedFrom>	"محمد تقي بهار"@fas	
<id_olie5r_qkd_1spegfj>	<Mohammad-Taqi_Bahar>	<redirectedFrom>	"محمد‌تقی بهار"@fas	
<id_olie5r_qkd_1wok4bz>	<Mohammad-Taqi_Bahar>	<redirectedFrom>	"ملک‌الشعرا بهار"@fas	
<id_olie5r_qkd_1us0xxf>	<Mohammad-Taqi_Bahar>	<redirectedFrom>	"محمد تقی بهار"@fas	
<id_olie5r_qkd_1r2p99e>	<Mohammad-Taqi_Bahar>	<redirectedFrom>	"ملک‌الشعراء بهار"@fas	
<id_olie5r_qkd_vpgpf>	<Mohammad-Taqi_Bahar>	<redirectedFrom>	"محمدتقي ملك الشعراي بهار"@fas	
<id_olie5r_qkd_v33qfp>	<Mohammad-Taqi_Bahar>	<redirectedFrom>	"محمدتقی ملک‌الشعرای بهار"@fas	
<id_olie5r_qkd_fe4qx0>	<Mohammad-Taqi_Bahar>	<redirectedFrom>	"م بهار"@fas	
<id_olie5r_qkd_k4odbf>	<Mohammad-Taqi_Bahar>	<redirectedFrom>	"ملک الشعرای بهار"@fas	
<id_olie5r_qkd_1ajsnz>	<Mohammad-Taqi_Bahar>	<redirectedFrom>	"ملکالشعرای بهار"@fas	
<id_olie5r_1ia_18rlxfr>	<Mohammad-Taqi_Bahar>	rdfs:label	"محمدتقی بهار"@fas	
<id_olie5r_qkd_1z6iqf>	<Mohammad-Taqi_Bahar>	<redirectedFrom>	"ملک‌الشعرای بهار"@fas	
<id_olie5r_qkd_pqdkd7>	<Mohammad-Taqi_Bahar>	<redirectedFrom>	"ملک الشعرا بهار"@fas	
<id_olie5r_qkd_1uelhu1>	<Mohammad-Taqi_Bahar>	<redirectedFrom>	"ملك‌الشعرا بهار"@fas	
<id_olie5r_qkd_1i8v45l>	<Mohammad-Taqi_Bahar>	<redirectedFrom>	"محمدتقي بهار"@fas	
<id_olie5r_qkd_andqe4>	<Mohammad-Taqi_Bahar>	<redirectedFrom>	"ملك الشعراء بهار"@fas	
<id_olie5r_qkd_8hucvv>	<Mohammad-Taqi_Bahar>	<redirectedFrom>	"ملكالشعراي بهار"@fas	
<id_olie5r_qkd_u288k3>	<Mohammad-Taqi_Bahar>	<redirectedFrom>	"ملك الشعراي بهار"@fas	
<id_1pv6zyp_15u_10k7dex>	<Ahmad_Hussein_Adl>	<hasGivenName>	"Ahmad"	
<id_4mbovy_qkd_1hxew9q>	<Abbas_Ali_Khalatbari>	<redirectedFrom>	"عباسعلي خلعتبري"@fas	
<id_4mbovy_1ia_3mz0f6>	<Abbas_Ali_Khalatbari>	rdfs:label	"عباسعلی خلعتبری"@fas	
<id_1sn58o_15u_a6nkf7>	<Hossein_Navab>	<hasGivenName>	"Hossein"	
<id_ragx6k_qkd_niarzz>	<Mozaffar_Alam>	<redirectedFrom>	"Mozzafar Alam"@eng	
<id_1b43ekz_qkd_it66lb>	<Dariush_Forouhar>	<redirectedFrom>	"داريوش فروهر"@fas	
<id_1b43ekz_1ia_13jucm9>	<Dariush_Forouhar>	rdfs:label	"داریوش فروهر"@fas	
<id_1mc5nx5_qkd_t2zy7x>	<Shapour_Bakhtiar>	<redirectedFrom>	"دکتر شاپور بختیار"@fas	
<id_1mc5nx5_qkd_pc45e8>	<Shapour_Bakhtiar>	<redirectedFrom>	"بختيار"@fas	
<id_1mc5nx5_qkd_x52u9h>	<Shapour_Bakhtiar>	<redirectedFrom>	"بختيار (ابهام زداي)"@fas	
